,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
2112,26,technician,single,secondary,False,124,yes,False,unknown,12,may,57,8,-1,0,unknown,False
2113,34,blue-collar,single,secondary,False,381,yes,False,unknown,12,may,102,1,-1,0,unknown,False
2114,31,administrative,married,secondary,False,184,yes,False,unknown,12,may,378,3,-1,0,unknown,False
2115,30,blue-collar,single,unknown,True,-149,yes,True,unknown,12,may,164,3,-1,0,unknown,False
2116,54,administrative,married,unknown,False,-337,yes,False,unknown,12,may,288,2,-1,0,unknown,False
2117,52,blue-collar,single,primary,False,210,yes,False,unknown,12,may,154,1,-1,0,unknown,False
2118,40,blue-collar,divorced,primary,False,737,yes,True,unknown,12,may,102,1,-1,0,unknown,False
2119,56,blue-collar,divorced,secondary,False,75,yes,False,unknown,12,may,136,2,-1,0,unknown,False
2120,25,student,single,tertiary,False,641,yes,False,unknown,12,may,53,1,-1,0,unknown,False
2121,60,retired,married,secondary,False,78,yes,False,unknown,12,may,113,3,-1,0,unknown,False
2122,43,blue-collar,married,primary,False,1558,yes,False,unknown,12,may,110,3,-1,0,unknown,False
2123,32,entrepreneur,married,unknown,False,227,yes,False,unknown,12,may,523,1,-1,0,unknown,False
2124,48,blue-collar,divorced,secondary,False,602,yes,False,unknown,12,may,231,1,-1,0,unknown,False
2125,43,self-employed,single,secondary,False,798,yes,False,unknown,12,may,217,1,-1,0,unknown,False
2126,37,technician,married,secondary,False,1047,yes,True,unknown,12,may,151,1,-1,0,unknown,False
2127,52,services,divorced,primary,False,111,yes,False,unknown,12,may,179,2,-1,0,unknown,False
2128,25,services,single,secondary,False,-439,yes,False,unknown,12,may,293,1,-1,0,unknown,False
2129,31,entrepreneur,single,tertiary,True,37,yes,False,unknown,12,may,281,1,-1,0,unknown,False
2130,35,blue-collar,married,secondary,False,362,yes,False,unknown,12,may,363,2,-1,0,unknown,False
2131,27,administrative,single,secondary,False,1,yes,False,unknown,12,may,86,1,-1,0,unknown,False
2132,41,self-employed,married,secondary,False,304,yes,False,unknown,12,may,1147,2,-1,0,unknown,False
2133,34,technician,single,secondary,False,-89,yes,False,unknown,12,may,209,1,-1,0,unknown,False
2134,55,technician,married,secondary,False,276,yes,False,unknown,12,may,486,1,-1,0,unknown,False
2135,26,blue-collar,married,secondary,False,288,yes,False,unknown,12,may,49,2,-1,0,unknown,False
2136,36,blue-collar,married,primary,False,650,yes,False,unknown,12,may,170,2,-1,0,unknown,False
2137,45,administrative,married,secondary,False,171,yes,False,unknown,12,may,539,1,-1,0,unknown,False
2138,27,technician,married,secondary,False,-302,yes,False,unknown,12,may,66,3,-1,0,unknown,False
2139,31,administrative,married,secondary,False,337,no,False,unknown,12,may,51,1,-1,0,unknown,False
2140,29,administrative,divorced,secondary,False,891,no,False,unknown,12,may,820,1,-1,0,unknown,False
2141,26,blue-collar,single,secondary,False,199,yes,True,unknown,12,may,125,1,-1,0,unknown,False
2142,46,services,married,secondary,False,997,yes,False,unknown,12,may,398,1,-1,0,unknown,False
2143,32,entrepreneur,married,tertiary,False,108,yes,True,unknown,12,may,112,1,-1,0,unknown,False
2144,25,administrative,single,tertiary,False,40,no,False,unknown,12,may,64,1,-1,0,unknown,False
2145,54,retired,married,primary,False,208,no,False,unknown,12,may,255,1,-1,0,unknown,False
2146,31,technician,married,secondary,False,6890,yes,False,unknown,12,may,34,1,-1,0,unknown,False
2147,33,administrative,single,secondary,False,395,yes,False,unknown,12,may,95,8,-1,0,unknown,False
2148,28,technician,single,tertiary,False,-214,yes,False,unknown,12,may,140,3,-1,0,unknown,False
2149,39,administrative,single,secondary,False,496,yes,False,unknown,12,may,788,2,-1,0,unknown,False
2150,37,technician,married,secondary,False,183,yes,False,unknown,12,may,194,2,-1,0,unknown,False
2151,36,blue-collar,married,primary,False,199,yes,False,unknown,12,may,165,4,-1,0,unknown,False
2152,56,administrative,divorced,primary,False,179,yes,False,unknown,12,may,306,2,-1,0,unknown,False
2153,59,retired,married,secondary,False,434,yes,False,unknown,12,may,63,3,-1,0,unknown,False
2154,30,services,single,secondary,False,122,yes,False,unknown,12,may,501,2,-1,0,unknown,False
2155,59,technician,married,secondary,False,371,yes,False,unknown,12,may,832,3,-1,0,unknown,False
2156,27,blue-collar,single,secondary,False,3675,no,False,unknown,12,may,101,2,-1,0,unknown,False
2157,29,entrepreneur,single,tertiary,False,11,yes,False,unknown,12,may,214,4,-1,0,unknown,False
2158,48,services,married,secondary,False,194,yes,True,unknown,12,may,290,6,-1,0,unknown,False
2159,44,blue-collar,married,secondary,False,23,yes,False,unknown,12,may,388,2,-1,0,unknown,False
2160,33,management,single,tertiary,False,1011,yes,False,unknown,12,may,1495,4,-1,0,unknown,False
2161,39,blue-collar,single,primary,False,446,yes,False,unknown,12,may,183,1,-1,0,unknown,False
2162,46,blue-collar,married,primary,False,-29,yes,False,unknown,12,may,322,1,-1,0,unknown,False
2163,28,administrative,married,secondary,False,957,yes,True,unknown,12,may,646,3,-1,0,unknown,False
2164,31,blue-collar,married,secondary,False,297,yes,False,unknown,12,may,480,1,-1,0,unknown,False
2165,40,services,single,secondary,False,888,yes,False,unknown,12,may,169,2,-1,0,unknown,False
2166,37,blue-collar,single,secondary,False,115,yes,False,unknown,12,may,74,1,-1,0,unknown,False
2167,29,blue-collar,married,secondary,False,177,yes,False,unknown,12,may,146,3,-1,0,unknown,False
2168,29,blue-collar,married,secondary,False,-28,yes,False,unknown,12,may,393,1,-1,0,unknown,False
2169,24,blue-collar,married,secondary,False,951,yes,False,unknown,12,may,744,2,-1,0,unknown,False
2170,32,administrative,single,secondary,False,5,yes,False,unknown,12,may,593,2,-1,0,unknown,False
2171,26,administrative,single,secondary,False,586,yes,True,unknown,12,may,215,1,-1,0,unknown,False
2172,47,entrepreneur,married,unknown,True,-1445,yes,False,unknown,12,may,379,2,-1,0,unknown,False
2173,26,blue-collar,single,secondary,True,-23,yes,False,unknown,12,may,315,1,-1,0,unknown,False
2174,28,blue-collar,single,secondary,False,-284,yes,False,unknown,12,may,162,1,-1,0,unknown,False
2175,58,blue-collar,married,secondary,False,1166,yes,False,unknown,12,may,493,1,-1,0,unknown,False
2176,35,management,single,tertiary,False,244,yes,False,unknown,12,may,225,1,-1,0,unknown,False
2177,29,services,single,secondary,False,-72,yes,False,unknown,12,may,208,1,-1,0,unknown,False
2178,56,blue-collar,married,primary,False,1399,yes,False,unknown,12,may,80,4,-1,0,unknown,False
2179,43,blue-collar,married,primary,False,0,yes,False,unknown,12,may,3,1,-1,0,unknown,False
2180,45,blue-collar,married,secondary,False,431,yes,False,unknown,12,may,29,1,-1,0,unknown,False
2181,31,administrative,single,secondary,False,130,yes,True,unknown,12,may,132,1,-1,0,unknown,False
2182,34,blue-collar,married,secondary,False,187,yes,False,unknown,12,may,379,2,-1,0,unknown,False
2183,32,management,married,primary,False,142,yes,False,unknown,12,may,101,1,-1,0,unknown,False
2184,33,technician,single,secondary,False,14,yes,False,unknown,12,may,188,1,-1,0,unknown,False
2185,28,technician,single,secondary,False,-219,yes,False,unknown,12,may,386,2,-1,0,unknown,False
2186,43,administrative,single,secondary,False,275,yes,False,unknown,12,may,457,4,-1,0,unknown,False
2187,49,services,single,secondary,False,5028,yes,False,unknown,12,may,891,1,-1,0,unknown,False
2188,27,services,single,secondary,False,118,yes,True,unknown,12,may,53,1,-1,0,unknown,False
2189,30,services,single,secondary,False,290,yes,False,unknown,12,may,446,1,-1,0,unknown,False
2190,32,blue-collar,married,primary,False,1064,yes,False,unknown,12,may,326,1,-1,0,unknown,False
2191,37,services,divorced,secondary,False,904,yes,False,unknown,12,may,507,1,-1,0,unknown,False
2192,31,technician,single,secondary,False,628,yes,False,unknown,12,may,1083,2,-1,0,unknown,False
2193,56,retired,married,primary,False,13,yes,False,unknown,12,may,123,2,-1,0,unknown,False
2194,26,technician,married,tertiary,False,450,yes,True,unknown,12,may,1266,1,-1,0,unknown,False
2195,43,blue-collar,married,secondary,False,-63,yes,False,unknown,12,may,160,4,-1,0,unknown,False
2196,48,technician,divorced,secondary,False,164,yes,False,unknown,12,may,139,2,-1,0,unknown,False
2197,31,blue-collar,single,primary,False,985,yes,False,unknown,12,may,178,2,-1,0,unknown,False
2198,36,services,single,secondary,False,616,yes,True,unknown,12,may,156,3,-1,0,unknown,False
2199,24,blue-collar,married,secondary,False,237,yes,False,unknown,12,may,200,2,-1,0,unknown,False
2200,29,unemployed,married,secondary,False,380,no,True,unknown,12,may,154,2,-1,0,unknown,False
2201,23,administrative,single,secondary,False,290,yes,False,unknown,12,may,163,4,-1,0,unknown,False
2202,54,entrepreneur,divorced,secondary,False,104,yes,False,unknown,12,may,391,1,-1,0,unknown,False
2203,24,blue-collar,single,secondary,False,117,yes,True,unknown,12,may,470,1,-1,0,unknown,False
2204,25,technician,single,secondary,False,276,yes,False,unknown,12,may,268,4,-1,0,unknown,False
2205,36,technician,single,secondary,False,-475,yes,False,unknown,12,may,793,5,-1,0,unknown,False
2206,40,management,single,unknown,False,838,yes,False,unknown,12,may,619,3,-1,0,unknown,False
2207,29,administrative,single,secondary,False,382,yes,False,unknown,12,may,460,1,-1,0,unknown,False
2208,29,administrative,married,primary,False,624,yes,False,unknown,12,may,246,1,-1,0,unknown,False
2209,48,blue-collar,single,primary,False,396,yes,False,unknown,12,may,194,3,-1,0,unknown,False
2210,23,administrative,single,secondary,False,5,no,False,unknown,12,may,413,1,-1,0,unknown,False
2211,37,administrative,single,secondary,False,18,no,False,unknown,12,may,574,6,-1,0,unknown,False
2212,31,blue-collar,married,primary,False,-464,yes,True,unknown,12,may,256,4,-1,0,unknown,False
2213,29,services,divorced,secondary,False,330,yes,False,unknown,12,may,88,2,-1,0,unknown,False
2214,56,administrative,married,secondary,False,527532,yes,False,unknown,12,may,146,1,-1,0,unknown,False
2215,28,services,single,secondary,False,-260,yes,False,unknown,12,may,170,2,-1,0,unknown,False
2216,44,blue-collar,married,secondary,False,236,yes,False,unknown,12,may,596,1,-1,0,unknown,False
2217,48,blue-collar,married,secondary,False,684,yes,True,unknown,12,may,139,1,-1,0,unknown,False
2218,30,blue-collar,married,secondary,False,458,yes,False,unknown,12,may,177,3,-1,0,unknown,False
2219,32,unemployed,married,primary,False,324,yes,False,unknown,12,may,577,1,-1,0,unknown,False
2220,41,blue-collar,married,primary,False,1052,yes,True,unknown,12,may,335,1,-1,0,unknown,False
2221,30,management,divorced,secondary,False,37,no,False,unknown,12,may,262,2,-1,0,unknown,False
2222,37,blue-collar,married,secondary,False,454,yes,False,unknown,12,may,115,1,-1,0,unknown,False
2223,30,blue-collar,single,secondary,False,573,yes,False,unknown,12,may,116,2,-1,0,unknown,False
2224,28,technician,single,secondary,False,34,yes,False,unknown,12,may,136,4,-1,0,unknown,False
2225,33,technician,single,secondary,False,341,no,True,unknown,12,may,289,3,-1,0,unknown,False
2226,41,blue-collar,married,unknown,False,31,no,False,unknown,12,may,529,2,-1,0,unknown,False
2227,42,management,married,secondary,False,-189,yes,False,unknown,12,may,247,2,-1,0,unknown,False
2228,50,administrative,single,secondary,False,424,yes,False,unknown,12,may,72,2,-1,0,unknown,False
2230,38,services,married,secondary,False,3165,yes,False,unknown,12,may,152,2,-1,0,unknown,False
2231,31,blue-collar,divorced,secondary,False,387,yes,False,unknown,12,may,220,3,-1,0,unknown,False
2232,35,administrative,single,secondary,False,855,yes,False,unknown,12,may,241,3,-1,0,unknown,False
2233,52,administrative,divorced,secondary,False,944,yes,False,unknown,12,may,198,3,-1,0,unknown,False
2234,36,blue-collar,married,secondary,False,134,no,False,unknown,12,may,98,2,-1,0,unknown,False
2235,28,blue-collar,single,secondary,False,2845,yes,False,unknown,12,may,182,2,-1,0,unknown,False
2236,27,management,single,tertiary,False,2420,yes,False,unknown,12,may,391,2,-1,0,unknown,False
2237,24,student,single,tertiary,False,1535,yes,False,unknown,12,may,126,2,-1,0,unknown,False
2238,45,management,single,tertiary,False,0,no,False,unknown,12,may,55,2,-1,0,unknown,False
2239,39,technician,married,secondary,False,504,yes,False,unknown,12,may,495,1,-1,0,unknown,False
2240,38,blue-collar,single,secondary,False,-329,yes,False,unknown,12,may,86,4,-1,0,unknown,False
2241,24,blue-collar,married,secondary,False,94,yes,False,unknown,12,may,166,2,-1,0,unknown,False
2242,35,management,divorced,tertiary,False,538,yes,False,unknown,12,may,66,4,-1,0,unknown,False
2243,32,administrative,divorced,secondary,True,-18,yes,False,unknown,12,may,155,3,-1,0,unknown,False
2244,48,housemaid,divorced,primary,False,26,yes,False,unknown,12,may,311,3,-1,0,unknown,False
2245,36,entrepreneur,married,primary,False,177,yes,False,unknown,12,may,63,5,-1,0,unknown,False
2246,46,blue-collar,married,primary,False,633,yes,False,unknown,12,may,236,10,-1,0,unknown,False
2247,28,technician,single,secondary,False,205,yes,False,unknown,12,may,92,3,-1,0,unknown,False
2248,50,administrative,married,secondary,False,1114,yes,True,unknown,12,may,298,2,-1,0,unknown,False
2249,44,blue-collar,married,secondary,False,78,yes,False,unknown,12,may,253,2,-1,0,unknown,False
2250,38,management,married,tertiary,False,762,yes,False,unknown,12,may,163,2,-1,0,unknown,False
2251,33,self-employed,married,primary,False,1862,yes,False,unknown,12,may,65,1,-1,0,unknown,False
2252,57,management,single,tertiary,False,73,no,False,unknown,12,may,41,1,-1,0,unknown,False
2253,40,technician,married,secondary,False,2576,yes,True,unknown,12,may,10,11,-1,0,unknown,False
2254,42,management,married,primary,False,470,yes,False,unknown,12,may,221,1,-1,0,unknown,False
2255,32,services,married,secondary,False,206,yes,True,unknown,12,may,370,1,-1,0,unknown,False
2256,55,blue-collar,married,primary,False,0,yes,True,unknown,12,may,467,5,-1,0,unknown,False
2257,25,blue-collar,married,secondary,False,-76,yes,False,unknown,12,may,241,3,-1,0,unknown,False
2258,42,management,divorced,tertiary,False,1750,yes,False,unknown,12,may,248,2,-1,0,unknown,False
2259,23,administrative,single,secondary,False,1104,yes,False,unknown,12,may,120,2,-1,0,unknown,False
2260,31,blue-collar,married,secondary,False,286,yes,True,unknown,12,may,260,2,-1,0,unknown,False
2261,21,student,single,unknown,False,137,yes,False,unknown,12,may,198,3,-1,0,unknown,False
2262,34,administrative,married,secondary,False,247,yes,True,unknown,12,may,1727,5,-1,0,unknown,False
2263,46,entrepreneur,married,tertiary,False,-43,no,False,unknown,12,may,138,8,-1,0,unknown,False
2264,55,blue-collar,married,primary,False,309,yes,False,unknown,12,may,115,4,-1,0,unknown,False
2265,33,entrepreneur,single,secondary,False,339,yes,False,unknown,12,may,212,2,-1,0,unknown,False
2266,47,self-employed,divorced,secondary,False,218,yes,False,unknown,12,may,58,7,-1,0,unknown,False
2267,33,management,single,tertiary,False,4128,yes,False,unknown,12,may,456,6,-1,0,unknown,False
2268,40,management,single,tertiary,False,867,yes,True,unknown,12,may,145,4,-1,0,unknown,False
2269,32,management,single,tertiary,False,1345,yes,False,unknown,12,may,289,3,-1,0,unknown,False
2270,48,technician,divorced,secondary,False,40,no,False,unknown,12,may,300,3,-1,0,unknown,False
2271,32,administrative,single,secondary,False,1466,yes,False,unknown,12,may,264,2,-1,0,unknown,False
2272,26,blue-collar,single,secondary,False,96,yes,False,unknown,12,may,181,2,-1,0,unknown,False
2273,38,blue-collar,married,secondary,False,332,yes,False,unknown,12,may,184,4,-1,0,unknown,False
2274,46,services,married,secondary,False,1474,yes,False,unknown,12,may,148,3,-1,0,unknown,False
2275,49,blue-collar,married,secondary,False,783,yes,False,unknown,12,may,166,4,-1,0,unknown,False
2276,33,management,single,tertiary,False,239,no,False,unknown,12,may,65,5,-1,0,unknown,False
2277,45,blue-collar,married,secondary,False,27,yes,False,unknown,12,may,299,5,-1,0,unknown,False
2278,32,management,married,tertiary,False,-24,yes,False,unknown,12,may,93,4,-1,0,unknown,False
2279,39,blue-collar,married,secondary,False,23,yes,False,unknown,12,may,22,5,-1,0,unknown,False
2280,53,blue-collar,married,primary,False,6386,yes,False,unknown,12,may,170,8,-1,0,unknown,False
2281,28,unemployed,single,secondary,True,-353,yes,False,unknown,12,may,89,3,-1,0,unknown,False
2282,31,administrative,married,secondary,False,-474,yes,False,unknown,12,may,215,2,-1,0,unknown,False
2283,34,entrepreneur,single,tertiary,False,714,yes,False,unknown,12,may,166,4,-1,0,unknown,False
2284,40,blue-collar,married,primary,False,570,yes,False,unknown,12,may,109,3,-1,0,unknown,False
2285,29,blue-collar,single,secondary,False,16,no,False,unknown,12,may,197,3,-1,0,unknown,False
2286,34,administrative,single,secondary,False,1504,yes,False,unknown,12,may,395,3,-1,0,unknown,False
2287,38,management,married,tertiary,False,551,yes,False,unknown,12,may,1875,4,-1,0,unknown,False
2288,31,services,married,secondary,False,-759,yes,False,unknown,12,may,220,2,-1,0,unknown,False
2289,32,technician,divorced,secondary,False,1097,yes,False,unknown,12,may,298,2,-1,0,unknown,False
2290,31,services,married,secondary,False,520,yes,False,unknown,12,may,123,7,-1,0,unknown,False
2291,53,blue-collar,single,unknown,False,0,no,False,unknown,12,may,140,7,-1,0,unknown,False
2292,38,blue-collar,single,unknown,False,573,yes,False,unknown,12,may,334,7,-1,0,unknown,False
2293,57,blue-collar,married,primary,True,0,yes,False,unknown,12,may,73,3,-1,0,unknown,False
2294,58,entrepreneur,married,tertiary,False,146,yes,False,unknown,12,may,186,6,-1,0,unknown,False
2295,50,blue-collar,married,primary,False,-37,yes,False,unknown,12,may,78,3,-1,0,unknown,False
2296,36,blue-collar,single,secondary,False,90,yes,False,unknown,12,may,13,5,-1,0,unknown,False
2297,46,blue-collar,married,primary,False,0,yes,False,unknown,12,may,51,9,-1,0,unknown,False
2298,39,administrative,single,secondary,False,1242,yes,False,unknown,12,may,303,3,-1,0,unknown,False
2299,31,administrative,single,secondary,False,98,yes,True,unknown,12,may,159,3,-1,0,unknown,False
2300,44,management,single,tertiary,False,295,yes,False,unknown,12,may,103,8,-1,0,unknown,False
2301,53,administrative,married,secondary,False,465,no,True,unknown,12,may,95,3,-1,0,unknown,False
2302,35,technician,married,tertiary,False,1473,yes,False,unknown,12,may,84,3,-1,0,unknown,False
2303,40,blue-collar,married,secondary,False,3122,yes,False,unknown,12,may,344,3,-1,0,unknown,False
2304,30,technician,single,secondary,False,317,yes,False,unknown,12,may,246,6,-1,0,unknown,False
2305,33,blue-collar,divorced,secondary,False,176,yes,False,unknown,12,may,157,5,-1,0,unknown,False
2306,39,blue-collar,married,secondary,False,661,yes,False,unknown,12,may,162,4,-1,0,unknown,False
2307,25,administrative,single,secondary,False,1,yes,True,unknown,12,may,24,12,-1,0,unknown,False
2308,35,blue-collar,married,primary,False,-12,yes,False,unknown,12,may,212,5,-1,0,unknown,False
2309,43,blue-collar,married,primary,False,1401,yes,False,unknown,12,may,195,2,-1,0,unknown,False
2310,41,entrepreneur,married,tertiary,False,171,yes,False,unknown,12,may,143,4,-1,0,unknown,False
2311,55,blue-collar,married,primary,False,431,yes,False,unknown,12,may,68,2,-1,0,unknown,False
2312,49,technician,divorced,secondary,False,265,yes,False,unknown,12,may,274,6,-1,0,unknown,False
2313,30,self-employed,married,tertiary,False,227,yes,True,unknown,12,may,227,3,-1,0,unknown,False
2314,37,blue-collar,single,secondary,False,336,yes,False,unknown,12,may,152,5,-1,0,unknown,False
2315,46,unemployed,divorced,secondary,False,41,yes,False,unknown,12,may,249,4,-1,0,unknown,False
2316,36,blue-collar,married,secondary,False,1554,yes,False,unknown,12,may,325,4,-1,0,unknown,False
2317,45,services,single,secondary,False,141,yes,False,unknown,12,may,111,4,-1,0,unknown,False
2318,48,blue-collar,married,primary,False,762,yes,False,unknown,12,may,81,4,-1,0,unknown,False
2319,22,housemaid,single,secondary,False,650,yes,False,unknown,12,may,181,4,-1,0,unknown,False
2320,46,administrative,married,secondary,False,250,no,False,unknown,13,may,85,2,-1,0,unknown,False
2321,39,blue-collar,married,secondary,False,130,yes,False,unknown,13,may,141,6,-1,0,unknown,False
2322,56,administrative,married,secondary,False,11,no,False,unknown,13,may,42,3,-1,0,unknown,False
2323,35,management,divorced,tertiary,False,36,yes,False,unknown,13,may,182,6,-1,0,unknown,False
2324,45,blue-collar,married,primary,False,333,yes,False,unknown,13,may,160,3,-1,0,unknown,False
2325,28,technician,married,secondary,False,487,yes,False,unknown,13,may,176,4,-1,0,unknown,False
2326,32,administrative,single,tertiary,False,594,yes,False,unknown,13,may,134,2,-1,0,unknown,False
2327,52,services,married,tertiary,False,1135,yes,True,unknown,13,may,514,5,-1,0,unknown,False
2328,26,administrative,divorced,secondary,True,-3,yes,False,unknown,13,may,181,5,-1,0,unknown,False
2329,22,blue-collar,single,primary,False,-168,yes,False,unknown,13,may,160,3,-1,0,unknown,False
2330,35,blue-collar,married,primary,False,414,no,False,unknown,13,may,504,4,-1,0,unknown,True
2331,44,technician,single,tertiary,False,166,yes,False,unknown,13,may,267,3,-1,0,unknown,False
2332,31,blue-collar,married,secondary,False,472,yes,False,unknown,13,may,907,2,-1,0,unknown,False
2333,28,blue-collar,married,secondary,False,-95,yes,False,unknown,13,may,200,1,-1,0,unknown,False
2334,23,technician,single,secondary,False,158,yes,False,unknown,13,may,139,1,-1,0,unknown,False
2335,26,technician,single,secondary,False,8,no,False,unknown,13,may,147,1,-1,0,unknown,False
2336,31,administrative,single,secondary,False,296,yes,False,unknown,13,may,161,1,-1,0,unknown,False
2337,27,administrative,single,secondary,False,-541,yes,True,unknown,13,may,153,1,-1,0,unknown,False
2338,34,services,single,secondary,False,23,no,False,unknown,13,may,109,1,-1,0,unknown,False
2339,25,blue-collar,single,primary,False,17,yes,False,unknown,13,may,97,2,-1,0,unknown,False
2340,25,blue-collar,single,secondary,False,335,yes,False,unknown,13,may,164,1,-1,0,unknown,False
2341,22,services,single,secondary,False,395,yes,False,unknown,13,may,70,1,-1,0,unknown,False
2342,37,blue-collar,divorced,secondary,False,178,yes,False,unknown,13,may,71,1,-1,0,unknown,False
2343,26,entrepreneur,single,secondary,False,101,yes,False,unknown,13,may,723,1,-1,0,unknown,False
2344,32,blue-collar,married,secondary,False,-428,yes,False,unknown,13,may,518,1,-1,0,unknown,False
2345,26,technician,single,secondary,False,24299,yes,False,unknown,13,may,704,1,-1,0,unknown,False
2346,27,blue-collar,single,secondary,False,181,no,False,unknown,13,may,147,1,-1,0,unknown,False
2347,22,services,married,secondary,False,83,yes,False,unknown,13,may,101,1,-1,0,unknown,False
2348,32,technician,married,secondary,False,175,yes,False,unknown,13,may,142,1,-1,0,unknown,False
2349,33,management,divorced,secondary,False,5,yes,False,unknown,13,may,1346,1,-1,0,unknown,True
2350,34,administrative,married,secondary,False,3185,yes,False,unknown,13,may,520,1,-1,0,unknown,False
2351,31,blue-collar,married,secondary,False,2577,yes,False,unknown,13,may,611,2,-1,0,unknown,False
2352,28,technician,single,secondary,False,216,yes,False,unknown,13,may,66,1,-1,0,unknown,False
2353,37,blue-collar,married,secondary,False,166,yes,False,unknown,13,may,135,3,-1,0,unknown,False
2354,45,blue-collar,married,primary,False,323,yes,False,unknown,13,may,276,2,-1,0,unknown,False
2355,31,management,married,tertiary,False,334,yes,False,unknown,13,may,449,1,-1,0,unknown,False
2356,48,entrepreneur,married,secondary,False,86,yes,False,unknown,13,may,98,1,-1,0,unknown,False
2357,24,administrative,single,secondary,False,845,yes,False,unknown,13,may,105,1,-1,0,unknown,False
2358,24,technician,single,secondary,False,-126,yes,True,unknown,13,may,382,2,-1,0,unknown,False
2359,45,services,married,secondary,False,-3,yes,False,unknown,13,may,213,1,-1,0,unknown,False
2360,26,services,married,secondary,False,54,yes,False,unknown,13,may,116,1,-1,0,unknown,False
2361,24,technician,single,secondary,False,-192,yes,False,unknown,13,may,125,1,-1,0,unknown,False
2362,29,blue-collar,married,secondary,False,125,yes,False,unknown,13,may,50,1,-1,0,unknown,False
2363,34,blue-collar,single,primary,False,2146,yes,False,unknown,13,may,138,1,-1,0,unknown,False
2364,30,technician,single,tertiary,False,-522,yes,False,unknown,13,may,375,1,-1,0,unknown,False
2365,21,student,single,secondary,False,99,yes,False,unknown,13,may,49,1,-1,0,unknown,False
2366,42,blue-collar,married,secondary,False,-1664,yes,False,unknown,13,may,169,1,-1,0,unknown,False
2367,32,unemployed,married,secondary,True,2,yes,False,unknown,13,may,178,2,-1,0,unknown,False
2368,40,services,married,secondary,False,2172,yes,True,unknown,13,may,1386,1,-1,0,unknown,False
2369,33,management,single,tertiary,False,168,yes,False,unknown,13,may,155,1,-1,0,unknown,False
2370,32,technician,married,primary,False,62,yes,True,unknown,13,may,120,1,-1,0,unknown,False
2371,25,administrative,single,secondary,False,768,yes,False,unknown,13,may,203,1,-1,0,unknown,False
2372,41,blue-collar,married,secondary,False,429,yes,False,unknown,13,may,244,1,-1,0,unknown,False
2373,37,administrative,married,secondary,False,36,yes,False,unknown,13,may,428,1,-1,0,unknown,False
2374,29,blue-collar,married,primary,False,0,yes,False,unknown,13,may,53,1,-1,0,unknown,False
2375,29,technician,single,secondary,False,544,yes,False,unknown,13,may,360,1,-1,0,unknown,False
2376,46,services,divorced,primary,False,91,yes,False,unknown,13,may,215,1,-1,0,unknown,False
2377,32,management,single,tertiary,True,-3,yes,False,unknown,13,may,500,2,-1,0,unknown,False
2378,30,administrative,single,secondary,False,1374,yes,False,unknown,13,may,207,1,-1,0,unknown,False
2379,38,management,married,tertiary,False,119,yes,False,unknown,13,may,568,4,-1,0,unknown,True
2380,22,services,single,secondary,False,279,yes,False,unknown,13,may,270,1,-1,0,unknown,False
2381,22,management,single,secondary,False,594,yes,False,unknown,13,may,154,1,-1,0,unknown,False
2382,32,services,single,secondary,False,-121,yes,True,unknown,13,may,272,1,-1,0,unknown,False
2383,36,blue-collar,married,secondary,False,-195,yes,False,unknown,13,may,229,1,-1,0,unknown,False
2384,30,technician,single,secondary,False,-208,yes,True,unknown,13,may,108,1,-1,0,unknown,False
2385,26,blue-collar,single,secondary,False,309,yes,False,unknown,13,may,210,1,-1,0,unknown,False
2386,41,blue-collar,divorced,primary,True,210,yes,False,unknown,13,may,383,1,-1,0,unknown,False
2387,42,unemployed,married,secondary,False,135,yes,False,unknown,13,may,259,6,-1,0,unknown,False
2388,45,blue-collar,married,secondary,False,66,yes,False,unknown,13,may,3366,3,-1,0,unknown,False
2389,24,services,single,secondary,True,-122,yes,False,unknown,13,may,1000,1,-1,0,unknown,True
2390,54,retired,divorced,tertiary,False,0,no,False,unknown,13,may,618,1,-1,0,unknown,True
2391,33,blue-collar,single,unknown,False,-90,yes,False,unknown,13,may,415,1,-1,0,unknown,False
2392,28,blue-collar,married,primary,False,286,yes,False,unknown,13,may,237,1,-1,0,unknown,False
2393,36,administrative,married,secondary,False,-423,yes,True,unknown,13,may,106,1,-1,0,unknown,False
2394,34,blue-collar,single,primary,False,505,yes,False,unknown,13,may,351,1,-1,0,unknown,False
2395,28,administrative,single,secondary,False,296,yes,False,unknown,13,may,218,1,-1,0,unknown,False
2396,31,technician,single,tertiary,False,279,yes,False,unknown,13,may,198,1,-1,0,unknown,False
2397,53,services,married,secondary,False,367,yes,True,unknown,13,may,284,2,-1,0,unknown,False
2398,20,blue-collar,single,secondary,False,129,yes,True,unknown,13,may,190,1,-1,0,unknown,False
2399,47,retired,married,primary,True,-13,no,False,unknown,13,may,295,1,-1,0,unknown,False
2400,33,blue-collar,married,primary,False,1309,yes,False,unknown,13,may,262,1,-1,0,unknown,False
2401,24,blue-collar,single,secondary,False,-10,yes,False,unknown,13,may,106,1,-1,0,unknown,False
2402,23,administrative,single,secondary,False,5,yes,False,unknown,13,may,93,1,-1,0,unknown,False
2403,27,blue-collar,single,secondary,False,71,yes,False,unknown,13,may,174,1,-1,0,unknown,False
2404,23,administrative,single,secondary,False,281,yes,False,unknown,13,may,124,1,-1,0,unknown,False
